Znumber,smiles
Z728800602,CC(=O)N=c1sc(S(N)(=O)=O)nn1C
Z1269224929,CC(C)(CO)[C@@H](O)C(=O)NCCCO
Z104493598,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
Z1741982569,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
Z2037280409,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1
Z2216887910,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
Z1545310764,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC
Z1546624232,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
Z2074910255,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
Z252849348,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1
Z2108699066,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
Z1501475008,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
Z2311574250,CNCCCC12CCC(c3ccccc31)c1ccccc12
Z1954801710,O=C(O)c1ccccc1O
Z2574931930,CN(C)CCOC(C)(c1ccccc1)c1ccc(Br)cc1
Z1203159860,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1
Z1501485367,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
Z3041521791,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1
Z2724205326,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
Z2379810072,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
Z2568748600,Cc1ccc(-n2[nH]c(C)c(N/N=C3/C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C
Z1089877620,O=C1CCO1
Z104475620,NCCCC(=O)O
Z2289798098,C[N+](C)(C)CC(=O)[O-]
Z57127480,O=C(O)c1ccccc1
Z995084132,N[C@@H](CC(=O)O)C(=O)O
Z1201624655,O=c1cc(O)c(Cl)c[nH]1
Z382721012,Cc1ncc(CO)c(CO)c1O
Z1741977143,CNCC(O)c1ccc(O)cc1
Z275534804,NC(N)=NS(=O)(=O)c1ccc(N)cc1
Z90123586,CNC(=O)Oc1cccc2ccccc12
Z1558572526,CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1
Z301111588,OC[C@@H](O)CN1CCN(c2ccccc2)CC1
Z1530425063,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
Z1878131003,CC(O)=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
Z1269642575,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
Z1575271347,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
Z1515385084,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
Z51093246,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O
Z277942268,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
Z56754489,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1
Z1541759894,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1
Z2065671138,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
Z608353986,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
Z1501480421,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
Z2512943095,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
Z57206005,O=C(Oc1ccccc1)c1ccccc1O
Z2681891229,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2
Z2235811359,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
Z2235801852,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
Z1980444595,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
Z3025867248,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5C=CCCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
Z2235802036,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2
Z2568587997,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
Z2568648411,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
Z2654188035,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O
Z594284202,O=S(=O)(O)CCS
Z56889474,O=c1cc[nH]c(=O)[nH]1
Z1255390571,NCC(O)CC(=O)O
Z203045042,Cc1cc(O)nc(S)n1
Z1147215595,CSCC[C@@H](N)C(=O)O
Z756440074,NC(=O)CC[C@H](N)C(=O)O
Z56946051,CC(=O)Nc1ccc(O)cc1
Z1550648764,c1ccc([C@H]2CN3CCSC3=N2)cc1
Z1269175922,O=C(O)c1cc(O)c(O)c(O)c1
Z104473192,CC(=O)OCC(COC(C)=O)OC(C)=O
Z44530398,CCCNC(C)C(=O)Nc1ccccc1C
Z104477882,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O
Z1259021151,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
Z1497043450,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
Z28251506,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
Z2241984977,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1
Z1501485356,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
Z1631505638,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
Z2025569265,Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1
Z221101674,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C
Z1541759501,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
Z1541759504,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
Z3234818655,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
Z57176222,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
Z2588040194,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
Z2315576239,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
Z2588040198,CCOC(=O)N=C1CN(N2CCOCC2)NO1
Z2583141806,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
Z600419582,Cc1cn[nH]c1
Z1198154206,N[C@@H]1CONC1=O
Z104474598,COc1ccc(O)cc1
Z104477910,Cc1cc(O)ccc1Cl
Z104486690,NC(=O)NC1NC(=O)NC1=O
Z56926518,Oc1cccc2cccnc12
Z57953030,CC=Cc1ccc(O)c(OC)c1
Z118438370,N=C(N)N1CCc2ccccc2C1
Z995094004,OCC(O)COc1ccc(Cl)cc1
Z56869297,Cc1cc(=O)n(-c2ccccc2)n1C
Z104475058,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1
Z49560608,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1
Z1269240018,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
Z104473910,CCN(CC)C(=S)SSC(=S)N(CC)CC
Z104508594,NC(=O)N1c2ccccc2C=Cc2ccccc21
Z275128596,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
Z104477466,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
Z55135799,CCN(CC)CC(=O)Nc1c(C)cccc1C
Z1541759893,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O
Z1544404028,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
Z275127478,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
Z210803762,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
Z1521553906,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
Z2379810069,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
Z2301287926,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
Z2588040192,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O
Z2587996957,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
Z1546616198,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
Z2587996508,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
Z2289798859,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C
Z2574927887,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
Z1546610488,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
Z3241270511,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1
Z2588040125,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1
Z2311825421,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO
Z2568613921,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1
Z104495622,OCc1cccnc1
Z982131798,CC(C)(O)CC(=O)O
Z56865289,NC(=O)CN1CCCC1=O
Z756440052,N[C@@H](CCC(=O)O)C(=O)O
Z56851240,Nc1ccc(S(N)(=O)=O)cc1
Z3066893590,O=C(O)c1nc(=O)[nH]c(=O)[nH]1
Z1255372738,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
Z756440046,N[C@@H](Cc1ccc(O)cc1)C(=O)O
Z56854345,O=C(O)CCNC(=O)c1ccccc1
Z1695759754,Clc1cccc(Cl)c1NC1=NCCN1
Z1592709025,N=C(N)NCC1COC2(CCCCC2)O1
Z381346304,O=C(O)c1ccccc1NCCc1ccccc1
Z56791687,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
Z99601262,COc1ccc(CN2CCNCC2)c(OC)c1OC
Z56786458,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
Z2315582665,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
Z285140914,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC
Z1515385071,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
Z1575081875,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
Z1501480423,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12
Z1521553472,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
Z1501475006,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
Z1515385087,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
Z1650127771,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2
Z2037279612,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
Z2568619526,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
Z1551627167,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
Z2065671220,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
Z759291658,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
Z2185274784,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2
Z19674825,O=C(OCc1ccccc1)c1ccc(O)cc1
Z2315585555,COC(=O)/C=C/C(=O)O
Z2289798161,CC(C)(C(=O)c1cccnc1)c1cccnc1
Z3041510496,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
Z2681891941,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1
Z2568647847,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
Z2568644345,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
Z2583154272,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1
Z104473554,CC(C)(O)C(Cl)(Cl)Cl
Z104473974,O=C(O)C(O)c1ccccc1
Z104473074,CC12CCC(CC1=O)C2(C)C
Z50145861,CC1=NN(c2ccccc2)C(=O)C1
Z56922101,O=C(O)c1cc(=O)c2ccccc2o1
Z57127477,O=[N+]([O-])c1ccc(-c2ccccc2)cc1
Z1888397835,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1
Z1521553578,CCCN(CCC)CCc1cccc2c1CC(=O)N2
Z1552153009,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
Z91274084,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
Z1546616204,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
Z57355370,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
Z2768134941,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
Z2037279770,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
Z756391748,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Z1532363097,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1
Z1565440332,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
Z239859926,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
Z1172912933,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
Z756424454,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
Z1741976976,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
Z3243814856,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
Z2588038940,CC(C)Cn1cnc2c(N)nc3ccccc3c21
Z3234892128,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1
Z2238899644,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C
Z2588038997,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
Z2235802254,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
Z2471178866,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
Z2235801884,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
Z2512157889,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1
Z1203577934,NC(=O)NO
Z104495240,CC(=O)C(=O)O
Z57901905,Cn1ccnc1S
Z57127551,Oc1ccc(O)cc1
Z33546644,NC(=O)c1cnccn1
Z56922173,CCCc1cc(=O)[nH]c(S)n1
Z2299468139,Nc1nc(=S)c2[nH]cnc2[nH]1
Z57103974,NCc1ccc(S(N)(=O)=O)cc1
Z2768168188,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Z1741970251,Cc1ncc(COP(=O)(O)O)c(C=O)c1O
Z56841337,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1
Z56755828,Cc1cccc(Nc2ccccc2C(=O)O)c1C
Z82177056,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1
Z56755651,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
Z432085130,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
Z1521549186,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
Z2177958148,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O
Z56933707,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
Z1137167676,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
Z2724205341,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12
Z2681892420,COc1ccc(Cc2cnc(N)nc2N)cc1OC
Z1537603096,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1
Z56761309,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
Z84655412,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
Z1546616205,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
Z2065671241,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
Z1741982549,C[C@@H]1[C@H](O)[C@@H](C)C=CC=CC=CC=CC=CC=CC=C[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O
Z2417556930,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I
Z2235801980,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O
Z1824566854,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
Z2315574891,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
Z1522566622,CCN(CC)C(=S)S
Z58981801,NNC(=O)c1ccncc1
Z57980178,NNc1nncc2ccccc12
Z1820079046,C#CCN[C@@H]1CCc2ccccc21
Z57198680,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
Z2756516821,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
Z2037281404,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
Z87001357,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1
Z276115700,O=C1c2ccccc2C(=O)C1c1ccccc1
Z104474418,CCCCCCCCCCCCCCCC(=O)O
Z57664072,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
Z111872342,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1
Z56175413,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
Z802671522,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
Z2417556873,CCCCCCCCCCCCCCCC[N+](C)(C)C
Z732250592,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
Z1501485369,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
Z57170530,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
Z56804486,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
Z57479431,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
Z1552161470,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
Z1544404944,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
Z1255523427,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
Z1741982628,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
Z2213886907,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
Z2216885233,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
Z2216889767,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
Z1590789254,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
Z2681891576,O=C(/C=C/c1ccccc1)NCCO
Z3013814504,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2
Z3234799722,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC
Z1515383337,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
Z2568721846,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O
Z8781773424,CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
Z106938868,CC(O)CO
Z104472524,Nc1ccc(N)cc1
Z1201621875,Nc1[nH]c(=O)ncc1F
Z756391526,CCCC(CCC)C(=O)O
Z1198155509,CCC(C)C(CC)C(N)=O
Z57825347,Oc1c(I)cc(I)c2cccnc12
Z111781330,Oc1c(Cl)cc(Cl)c2cccnc12
Z360145318,CN1C(=O)CC(c2ccccc2)C1=O
Z56771118,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
Z1269145528,COc1ccc(-c2cc(=S)ss2)cc1
Z1508914616,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
Z1509562802,CCCCOCc1ccc(O)c(OC)c1
Z56763819,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
Z2044771577,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
Z1162463430,CNC(=NC#N)NCCSCc1nc[nH]c1C
Z231745614,Clc1ccccc1CN1CCc2sccc2C1
Z1541759499,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
Z1546610490,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
Z2037281001,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
Z53833825,CCOCCOC(=O)C=Cc1ccc(OC)cc1
Z1521553982,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
Z1546621742,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
Z756475348,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
Z778141968,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Z1575268710,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O
Z1501485366,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
Z1741975772,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
Z2235801890,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
Z2235801892,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Z2077740507,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12
Z2379810087,C[C@@H]1CCC2[C@@H](C)[C@@H](O)O[C@@H]3OC4(C)CC[C@@H]1[C@@]23OO4
